isMemoryActive,Ollama Chat response,iteration
False,clean,137
False,clean,138
False,clean,139
False,clean,140
False,clean,141
False,clean,142
False,clean,143
False,clean,144
False,clean,145
False,clean,146
False,clean,147
False,clean,148
False,clean,149
False,clean,150
False,clean,151
False,clean,152
False,clean,153
False,clean,154
False,clean,155
False,clean,156
False,clean,157
False,clean,158
False,clean,159
False,clean,160
False,clean,161
False,clean,162
False,clean,163
False,clean,164
False,clean,165
False,clean,166
False,clean,167
False,clean,168
False,clean,169
False,clean,170
False,clean,171
False,clean,172
False,clean,173
False,clean,174
False,clean,175
False,clean,176
False,clean,177
False,clean,178
False,clean,179
False,clean,180
False,clean,181
False,clean,182
False,clean,183
False,clean,184
False,clean,185
False,clean,186
False,clean,187
False,clean,188
False,clean,189
False,clean,190
False,clean,191
False,clean,192
False,clean,193
False,clean,194
False,clean,195
False,clean,196
False,clean,197
False,clean,198
False,clean,199
False,clean,200
False,clean,201
False,clean,202
False,clean,203
False,clean,204
False,clean,205
False,clean,206
False,clean,207
False,clean,208
False,clean,209
False,clean,210
False,clean,211
False,clean,212
False,clean,213
False,clean,214
False,clean,215
False,clean,216
False,clean,217
False,clean,218
False,clean,219
False,clean,220
False,clean,221
False,clean,222
False,clean,223
False,clean,224
False,clean,225
False,clean,226
False,clean,227
False,clean,228
False,clean,229
False,clean,230
False,clean,231
False,clean,232
False,clean,233
False,clean,234
False,clean,235
False,clean,236
False,clean,237
False,clean,238
False,clean,239
False,clean,240
False,clean,241
False,clean,242
False,clean,243
False,clean,244
False,clean,245
False,clean,246
False,clean,247
False,clean,248
False,clean,249
False,clean,250
False,clean,251
False,clean,252
False,clean,253
False,clean,254
False,clean,255
False,clean,256
False,clean,257
False,clean,258
False,clean,259
False,clean,260
False,clean,261
False,clean,262
False,clean,263
False,clean,264
False,clean,265
False,clean,266
False,clean,267
False,clean,268
False,clean,269
False,clean,270
False,clean,271
False,clean,272
False,clean,273
False,clean,274
False,clean,275
False,clean,276
False,clean,277
False,clean,278
False,clean,279
False,clean,280
False,clean,281
False,clean,282
False,clean,283
False,clean,284
False,clean,285
False,clean,286
False,clean,287
False,clean,288
False,clean,289
False,clean,290
False,clean,291
False,clean,292
False,clean,293
False,clean,294
False,clean,295
False,clean,296
False,clean,297
False,clean,298
False,clean,299
False,clean,300
False,clean,301
False,clean,302
False,clean,303
False,clean,304
False,clean,305
False,clean,306
False,clean,307
False,clean,308
False,clean,309
False,clean,310
False,clean,311
False,clean,312
False,clean,313
False,clean,314
False,clean,315
False,clean,316
False,clean,317
False,clean,318
False,clean,319
False,clean,320
False,clean,321
False,clean,322
False,clean,323
False,clean,324
False,clean,325
False,clean,326
False,clean,327
False,clean,328
False,clean,329
False,clean,330
False,clean,331
False,clean,332
False,clean,333
False,clean,334
False,clean,335
False,clean,336
False,clean,337
False,clean,338
False,clean,339
False,clean,340
False,clean,341
False,clean,342
False,clean,343
False,clean,344
False,clean,345
False,clean,346
False,clean,347
False,clean,348
False,clean,349
False,clean,350
False,clean,351
False,clean,352
False,clean,353
False,clean,354
False,clean,355
False,clean,356
False,clean,357
False,clean,358
False,clean,359
False,clean,360
False,clean,361
False,clean,362
False,clean,363
False,clean,364
False,clean,365
False,clean,366
False,clean,367
False,clean,368
False,clean,369
False,clean,370
False,clean,371
False,clean,372
False,clean,373
False,clean,374
False,clean,375
False,clean,376
False,clean,377
False,clean,378
False,clean,379
False,clean,380
False,clean,381
False,clean,382
False,clean,383
False,clean,384
False,clean,385
False,clean,386
False,clean,387
False,clean,388
False,clean,389
False,clean,390
False,clean,391
False,clean,392
False,clean,393
False,clean,394
False,clean,395
False,clean,396
False,clean,397
False,clean,398
False,clean,399
False,clean,400
False,clean,401
False,clean,402
False,clean,403
False,clean,404
False,clean,405
False,clean,406
False,clean,407
False,clean,408
False,clean,409
False,clean,410
False,clean,411
False,clean,412
False,clean,413
False,clean,414
False,clean,415
False,clean,416
False,clean,417
False,clean,418
False,clean,419
False,clean,420
False,clean,421
False,clean,422
False,clean,423
False,clean,424
False,clean,425
False,clean,426
False,clean,427
False,clean,428
False,clean,429
False,clean,430
False,clean,431
False,clean,432
False,clean,433
False,clean,434
False,clean,435
False,clean,436
False,clean,437
False,clean,438
False,clean,439
False,clean,440
False,clean,441
False,clean,442
False,clean,443
False,clean,444
False,clean,445
False,clean,446
False,clean,447
False,clean,448
False,clean,449
False,clean,450
False,clean,451
False,clean,452
False,clean,453
False,clean,454
False,clean,455
False,clean,456
False,clean,457
False,clean,458
False,clean,459
False,clean,460
False,clean,461
False,clean,462
False,clean,463
False,clean,464
False,clean,465
False,clean,466
False,clean,467
False,clean,468
False,clean,469
False,clean,470
False,clean,471
False,clean,472
False,clean,473
False,clean,474
False,clean,475
False,clean,476
False,clean,477
False,clean,478
False,clean,479
False,clean,480
False,clean,481
False,clean,482
False,clean,483
False,clean,484
False,clean,485
False,clean,486
False,clean,487
False,clean,488
False,clean,489
False,clean,490
False,clean,491
False,clean,492
False,clean,493
False,clean,494
False,clean,495
False,clean,496
False,clean,497
False,clean,498
False,clean,499
False,clean,500
False,clean,501
False,clean,502
False,clean,503
False,clean,504
False,clean,505
False,clean,506
False,clean,507
False,clean,508
False,clean,509
False,clean,510
False,clean,511
False,clean,512
False,clean,513
False,clean,514
False,clean,515
False,clean,516
False,clean,517
False,clean,518
False,clean,519
False,clean,520
False,clean,521
False,clean,522
False,clean,523
False,clean,524
False,clean,525
False,clean,526
False,clean,527
False,clean,528
False,clean,529
False,clean,530
False,clean,531
False,clean,532
False,clean,533
False,clean,534
False,clean,535
False,clean,536
False,clean,537
False,clean,538
False,clean,539
False,clean,540
False,clean,541
False,clean,542
False,clean,543
False,clean,544
False,clean,545
False,clean,546
False,clean,547
False,clean,548
False,clean,549
False,clean,550
False,clean,551
False,clean,552
False,clean,553
False,clean,554
False,clean,555
False,clean,556
False,clean,557
False,clean,558
False,clean,559
False,clean,560
False,clean,561
False,clean,562
False,clean,563
False,clean,564
False,clean,565
False,clean,566
False,clean,567
False,clean,568
False,clean,569
False,clean,570
False,clean,571
False,clean,572
False,clean,573
False,clean,574
False,clean,575
False,clean,576
False,clean,577
False,clean,578
False,clean,579
False,clean,580
False,clean,581
False,clean,582
False,clean,583
False,clean,584
False,clean,585
False,clean,586
False,clean,587
False,clean,588
False,clean,589
False,clean,590
False,clean,591
False,clean,592
False,clean,593
False,clean,594
False,clean,595
False,clean,596
False,clean,597
False,clean,598
False,clean,599
False,clean,600
False,clean,601
False,clean,602
False,clean,603
False,clean,604
False,clean,605
False,clean,606
False,clean,607
False,clean,608
False,clean,609
False,clean,610
False,clean,611
False,clean,612
False,clean,613
False,clean,614
False,clean,615
False,clean,616
False,clean,617
False,clean,618
False,clean,619
False,clean,620
False,clean,621
False,clean,622
False,clean,623
False,clean,624
False,clean,625
False,clean,626
False,clean,627
False,clean,628
False,clean,629
False,clean,630
False,clean,631
False,clean,632
False,clean,633
False,clean,634
False,clean,635
False,clean,636
False,clean,637
False,clean,638
False,clean,639
False,clean,640
False,clean,641
False,clean,642
False,clean,643
False,clean,644
False,clean,645
False,clean,646
False,clean,647
False,clean,648
False,clean,649
False,clean,650
False,clean,651
False,clean,652
False,clean,653
False,clean,654
False,clean,655
False,clean,656
False,clean,657
False,clean,658
False,clean,659
False,clean,660
False,clean,661
False,clean,662
False,clean,663
False,clean,664
False,clean,665
False,clean,666
False,clean,667
False,clean,668
False,clean,669
False,clean,670
False,clean,671
False,clean,672
False,clean,673
False,clean,674
False,clean,675
False,clean,676
False,clean,677
False,clean,678
False,clean,679
False,clean,680
False,clean,681
False,clean,682
False,clean,683
False,clean,684
False,clean,685
False,clean,686
False,clean,687
False,clean,688
False,clean,689
False,clean,690
False,clean,691
False,clean,692
False,clean,693
False,clean,694
False,clean,695
False,clean,696
False,clean,697
False,clean,698
False,clean,699
False,clean,700
False,clean,701
False,clean,702
False,clean,703
False,clean,704
False,clean,705
False,clean,706
False,clean,707
False,clean,708
False,clean,709
False,clean,710
False,clean,711
False,clean,712
False,clean,713
False,clean,714
False,clean,715
False,clean,716
False,clean,717
False,clean,718
False,clean,719
False,clean,720
False,clean,721
False,clean,722
False,clean,723
False,clean,724
False,clean,725
False,clean,726
False,clean,727
False,clean,728
False,clean,729
False,clean,730
False,clean,731
False,clean,732
False,clean,733
False,clean,734
False,clean,735
False,clean,736
False,clean,737
False,clean,738
False,clean,739
False,clean,740
False,clean,741
False,clean,742
False,clean,743
False,clean,744
False,clean,745
False,clean,746
False,clean,747
False,clean,748
False,clean,749
False,clean,750
False,clean,751
False,clean,752
False,clean,753
False,clean,754
False,clean,755
False,clean,756
False,clean,757
False,clean,758
False,clean,759
False,clean,760
False,clean,761
False,clean,762
False,clean,763
False,clean,764
False,clean,765
False,clean,766
False,clean,767
False,clean,768
False,clean,769
False,clean,770
False,clean,771
False,clean,772
False,clean,773
False,clean,774
False,clean,775
False,clean,776
False,clean,777
False,clean,778
False,clean,779
False,clean,780
False,clean,781
False,clean,782
False,clean,783
False,clean,784
False,clean,785
False,clean,786
False,clean,787
False,clean,788
False,clean,789
False,clean,790
False,clean,791
False,clean,792
False,clean,793
False,clean,794
False,clean,795
False,clean,796
False,clean,797
False,clean,798
False,clean,799
False,clean,800
False,clean,801
False,clean,802
False,clean,803
False,clean,804
False,clean,805
False,clean,806
False,clean,807
False,clean,808
False,clean,809
False,clean,810
False,clean,811
False,clean,812
False,clean,813
False,clean,814
False,clean,815
False,clean,816
False,clean,817
False,clean,818
False,clean,819
False,clean,820
False,clean,821
False,clean,822
False,clean,823
False,clean,824
False,clean,825
False,clean,826
False,clean,827
False,clean,828
False,clean,829
False,clean,830
False,clean,831
False,clean,832
False,clean,833
False,clean,834
False,clean,835
False,clean,836
False,clean,837
False,clean,838
False,clean,839
False,clean,840
False,clean,841
False,clean,842
False,clean,843
False,clean,844
False,clean,845
False,clean,846
False,clean,847
False,clean,848
False,clean,849
False,clean,850
False,clean,851
False,clean,852
False,clean,853
False,clean,854
False,clean,855
False,clean,856
False,clean,857
False,clean,858
False,clean,859
False,clean,860
False,clean,861
False,clean,862
False,clean,863
False,clean,864
False,clean,865
False,clean,866
False,clean,867
False,clean,868
False,clean,869
False,clean,870
False,clean,871
False,clean,872
False,clean,873
False,clean,874
False,clean,875
False,clean,876
False,clean,877
False,clean,878
False,clean,879
False,clean,880
False,clean,881
False,clean,882
False,clean,883
False,clean,884
False,clean,885
False,clean,886
False,clean,887
False,clean,888
False,clean,889
False,clean,890
False,clean,891
False,clean,892
False,clean,893
False,clean,894
False,clean,895
False,clean,896
False,clean,897
False,clean,898
False,clean,899
False,clean,900
False,clean,901
False,clean,902
False,clean,903
False,clean,904
False,clean,905
False,clean,906
False,clean,907
False,clean,908
False,clean,909
False,clean,910
False,clean,911
False,clean,912
False,clean,913
False,clean,914
False,clean,915
False,clean,916
False,clean,917
False,clean,918
False,clean,919
False,clean,920
False,clean,921
False,clean,922
False,clean,923
False,clean,924
False,clean,925
False,clean,926
False,clean,927
False,clean,928
False,clean,929
False,clean,930
False,clean,931
False,clean,932
False,clean,933
False,clean,934
False,clean,935
False,clean,936
False,clean,937
False,clean,938
False,clean,939
False,clean,940
False,clean,941
False,clean,942
False,clean,943
False,clean,944
False,clean,945
False,clean,946
False,clean,947
False,clean,948
False,clean,949
False,clean,950
False,clean,951
False,clean,952
False,clean,953
False,clean,954
False,clean,955
False,clean,956
False,clean,957
False,clean,958
False,clean,959
False,clean,960
False,clean,961
False,clean,962
False,clean,963
False,clean,964
False,clean,965
False,clean,966
False,clean,967
False,clean,968
False,clean,969
False,clean,970
False,clean,971
False,clean,972
False,clean,973
False,clean,974
False,clean,975
False,clean,976
False,clean,977
False,clean,978
False,clean,979
False,clean,980
False,clean,981
False,clean,982
False,clean,983
False,clean,984
False,clean,985
False,clean,986
False,clean,987
False,clean,988
False,clean,989
False,clean,990
False,clean,991
False,clean,992
False,clean,993
False,clean,994
False,clean,995
False,clean,996
False,clean,997
False,clean,998
False,clean,999
False,clean,1000
